parent_code,code,label
37,8,Monforte de la Sierra
37,4,Monleón
37,0,Monleras
37,3,Monsagro
37,7,Montejo
37,4,Montemayor del Río
37,9,Monterrubio de Armuña
37,5,Monterrubio de la Sierra
37,0,Morasverdes
37,3,Morille
37,6,Moríñigo
37,2,Moriscos
37,8,Moronta
37,1,Mozárbez
37,2,Narros de Matalayegua
37,3,Nava de Béjar
37,8,Nava de Francia
37,1,Nava de Sotrobal
37,7,Navacarros
37,4,Navales
37,0,Navalmoral de Béjar
37,6,Navamorales
37,9,Navarredonda de la Rinconada
37,0,Navasfrías
37,5,Negrilla de Palencia
37,1,Olmedo de Camaces
37,6,"Orbada, La"
37,9,Pajares de la Laguna
37,2,Palacios del Arzobispo
37,4,Palaciosrubios
37,7,Palencia de Negrilla
37,1,Parada de Arriba
37,8,Parada de Rubiales
37,3,Paradinas de San Juan
37,9,Pastores
37,4,"Payo, El"
37,7,Pedraza de Alba
37,0,Pedrosillo de Alba
37,6,Pedrosillo de los Aires
37,2,Pedrosillo el Ralo
37,5,"Pedroso de la Armuña, El"
37,9,Pelabravo
37,6,Pelarrodríguez
37,1,Pelayos
37,7,"Peña, La"
37,2,Peñacaballera
37,5,Peñaparda
37,8,Peñaranda de Bracamonte
37,4,Peñarandilla
37,0,Peralejos de Abajo
37,3,Peralejos de Arriba
37,6,Pereña de la Ribera
37,3,Peromingo
37,8,Pinedas
37,4,"Pino de Tormes, El"
37,9,Pitiegua
37,2,Pizarral
37,5,Poveda de las Cintas
37,1,Pozos de Hinojo
37,7,Puebla de Azaba
37,0,Puebla de San Medel
37,4,Puebla de Yeltes
37,1,Puente del Congosto
37,6,Puertas
37,2,Puerto de Béjar
37,7,Puerto Seguro
37,0,Rágama
37,3,"Redonda, La"
37,9,Retortillo
37,5,"Rinconada de la Sierra, La"
37,8,Robleda
37,2,Robliza de Cojos
37,9,Rollán
37,4,Saelices el Chico
37,0,"Sagrada, La"
37,4,"Sahugo, El"
37,5,Salamanca
37,8,Saldeana
37,1,Salmoral
37,7,Salvatierra de Tormes
37,3,San Cristóbal de la Cuesta
37,3,San Esteban de la Sierra
37,6,San Felices de los Gallegos
37,9,San Martín del Castañar
37,5,San Miguel de Valero
37,2,San Miguel del Robledo
37,1,San Morales
37,4,San Muñoz
37,5,San Pedro de Rozados
37,8,San Pedro del Valle
37,0,San Pelayo de Guareña
37,0,Sanchón de la Ribera
37,7,Sanchón de la Sagrada
37,2,Sanchotello
37,6,Sancti-Spíritus
37,8,Sando
37,6,Santa María de Sando
37,1,Santa Marta de Tormes
37,7,Santiago de la Puebla
37,3,Santibáñez de Béjar
37,9,Santibáñez de la Sierra
37,2,Santiz
37,6,"Santos, Los"
37,3,Sardón de los Frailes
37,8,Saucelle
37,9,Sepulcro-Hilario
37,2,Sequeros
37,5,Serradilla del Arroyo
37,1,Serradilla del Llano
37,0,"Sierpe, La"
37,4,Sieteiglesias de Tormes
37,1,Sobradillo
37,6,Sorihuela
37,2,Sotoserrano
37,7,Tabera de Abajo
37,0,"Tala, La"
37,3,Tamames
37,9,Tarazona de Guareña
37,5,Tardáguila
37,8,"Tejado, El"
37,2,Tejeda y Segoyuela
37,9,Tenebrón
37,4,Terradillos
37,0,Topas
37,5,Tordillos
37,8,"Tornadizo, El"
37,7,Torresmenudas
37,3,Trabanca
37,6,Tremedal de Tormes
37,0,Valdecarros
37,7,Valdefuentes de Sangusín
37,2,Valdehijaderos
37,8,Valdelacasa
37,3,Valdelageve
37,6,Valdelosa
37,9,Valdemierque
37,5,Valderrodrigo
37,1,Valdunciel
37,4,Valero
37,6,Vallejera de Riofrío
37,8,Valsalabroso
37,5,Valverde de Valdelacasa
37,0,Valverdón
37,1,Vecinos
37,4,Vega de Tirados
37,7,"Veguillas, Las"
37,3,"Vellés, La"
37,9,Ventosa del Río Almar
37,2,"Vídola, La"
37,2,Villaflores
37,7,Villagonzalo de Tormes
37,3,Villalba de los Llanos
37,8,Villamayor
37,1,Villanueva del Conde
37,4,Villar de Argañán
37,0,Villar de Ciervo
37,6,Villar de Gallimazo
37,9,Villar de la Yegua
37,3,Villar de Peralonso
37,0,Villar de Samaniego
37,5,Villares de la Reina
37,1,Villares de Yeltes
37,6,Villarino de los Aires
37,9,Villarmayor
37,2,Villarmuerto
37,8,Villasbuenas
37,4,Villasdardo
37,7,Villaseco de los Gamitos
37,1,Villaseco de los Reyes
37,8,Villasrubias
37,3,Villaverde de Guareña
37,9,Villavieja de Yeltes
37,4,Villoria
37,7,Villoruela
37,5,Vilvestre
37,0,Vitigudino
37,6,Yecla de Yeltes
37,2,Zamarra
37,5,Zamayón
37,9,Zarapicos
37,6,"Zarza de Pumareda, La"
37,1,Zorita de la Frontera
38,2,Adeje
38,7,Agulo
38,3,Alajeró
38,8,Arafo
38,1,Arico
38,4,Arona
38,0,Barlovento
38,6,Breña Alta
38,9,Breña Baja
38,3,Buenavista del Norte
38,0,Candelaria
38,5,Fasnia
38,1,Frontera
38,6,Fuencaliente de la Palma
38,9,Garachico
38,2,Garafía
38,8,Granadilla de Abona
38,4,"Guancha, La"
38,7,Guía de Isora
38,1,Güímar
38,8,Hermigua
38,3,Icod de los Vinos
38,4,"Llanos de Aridane, Los"
38,7,"Matanza de Acentejo, La"
38,0,"Orotava, La"
38,6,"Paso, El"
38,3,"Pinar de El Hierro, El"
38,2,Puerto de la Cruz
38,5,Puntagorda
38,9,Puntallana
38,6,"Realejos, Los"
38,1,"Rosario, El"
38,7,San Andrés y Sauces
38,9,San Cristóbal de La Laguna
38,2,San Juan de la Rambla
38,5,San Miguel de Abona
38,8,San Sebastián de la Gomera
38,4,Santa Cruz de la Palma
38,0,Santa Cruz de Tenerife
38,3,Santa Úrsula
38,7,Santiago del Teide
38,4,"Sauzal, El"
38,9,"Silos, Los"
38,5,Tacoronte
38,0,"Tanque, El"
38,3,Tazacorte
38,6,Tegueste
38,2,Tijarafe
38,1,Valle Gran Rey
38,4,Vallehermoso
38,8,Valverde
38,1,"Victoria de Acentejo, La"
38,6,Vilaflor de Chasna
38,2,Villa de Mazo
39,5,Alfoz de Lloredo
39,0,Ampuero
39,6,Anievas
39,1,Arenas de Iguña
39,4,Argoños
39,7,Arnuero
39,3,Arredondo
39,9,"Astillero, El"
39,2,Bárcena de Cicero
39,6,Bárcena de Pie de Concha
39,3,Bareyo
39,8,Cabezón de la Sal
39,4,Cabezón de Liébana
39,9,Cabuérniga
39,2,Camaleño
39,5,Camargo
39,9,Campoo de Enmedio
39,1,Campoo de Yuso
39,7,Cartes
39,0,Castañeda
39,4,Castro-Urdiales
39,1,Cieza
39,6,Cillorigo de Liébana
39,2,Colindres
39,7,Comillas
39,0,"Corrales de Buelna, Los"
39,3,Corvera de Toranzo
39,5,Entrambasaguas
39,8,Escalante
39,2,Guriezo
39,9,Hazas de Cesto
39,4,Hermandad de Campoo de Suso
39,0,Herrerías
39,5,Lamasón
39,8,Laredo
39,1,Liendo
39,7,Liérganes
39,3,Limpias
39,6,Luena
39,0,Marina de Cudeyo
39,7,Mazcuerras
39,2,Medio Cudeyo
39,8,Meruelo
39,3,Miengo
39,6,Miera
39,9,Molledo
39,5,Noja
39,1,Penagos
39,4,Peñarrubia
39,7,Pesaguero
39,4,Pesquera
39,9,Piélagos
39,5,Polaciones
39,0,Polanco
39,3,Potes
39,6,Puente Viesgo
39,2,Ramales de la Victoria
39,8,Rasines
39,1,Reinosa
39,5,Reocín
39,2,Ribamontán al Mar
39,7,Ribamontán al Monte
39,3,Rionansa
39,8,Riotuerto
39,1,"Rozas de Valdearroyo, Las"
39,4,Ruente
39,0,Ruesga
39,6,Ruiloba
39,9,San Felices de Buelna
39,3,San Miguel de Aguayo
39,0,San Pedro del Romeral
39,5,San Roque de Riomiera
39,1,San Vicente de la Barquera
39,1,Santa Cruz de Bezana
39,6,Santa María de Cayón
39,9,Santander
39,2,Santillana del Mar
39,8,Santiurde de Reinosa
39,4,Santiurde de Toranzo
39,7,Santoña
39,8,Saro
39,3,Selaya
39,9,Soba
39,4,Solórzano
39,7,Suances
39,0,"Tojos, Los"
39,6,Torrelavega
39,2,Tresviso
39,5,Tudanca
39,9,Udías
39,5,Val de San Vicente
39,6,Valdáliga
39,1,Valdeolea
39,7,Valdeprado del Río
39,2,Valderredible
39,4,Valle de Villaverde
39,8,Vega de Liébana
39,4,Vega de Pas
39,0,Villacarriedo
39,3,Villaescusa
39,7,Villafufre
39,9,Voto
40,9,Abades
40,4,Adrada de Pirón
40,0,Adrados
40,5,Aguilafuente
40,8,Alconada de Maderuelo
40,2,Aldea Real
40,1,Aldealcorvo
40,7,Aldealengua de Pedraza
40,3,Aldealengua de Santa María
40,6,Aldeanueva de la Serrezuela
40,0,Aldeanueva del Codonal
40,8,Aldeasoña
40,3,Aldehorno
40,6,Aldehuela del Codonal
40,9,Aldeonte
40,5,Anaya
40,1,Añe
40,4,Arahuetes
40,8,Arcones
40,5,Arevalillo de Cega
40,0,Armuña
40,1,Ayllón
40,4,Barbolla
40,7,Basardilla
40,9,Bercial
40,2,Bercimuel
40,6,Bernardos
40,3,Bernuy de Porreros
40,8,Boceguillas
40,4,Brieva
40,9,Caballar
40,2,Cabañas de Polendos
40,5,Cabezuela
40,1,Calabazas de Fuentidueña
40,0,Campo de San Pedro
40,4,Cantalejo
40,1,Cantimpalos
40,5,Carabias
40,2,Carbonero el Mayor
40,7,Carrascal del Río
40,0,Casla
40,3,Castillejo de Mesleón
40,9,Castro de Fuentidueña
40,5,Castrojimeno
40,8,Castroserna de Abajo
40,8,Castroserracín
40,3,Cedillo de la Torre
40,9,Cerezo de Abajo
40,4,Cerezo de Arriba
40,5,Chañe
40,7,Cilleruelo de San Mamés
40,0,Cobos de Fuentidueña
40,6,Coca
40,2,Codorniz
40,5,Collado Hermoso
40,9,Condado de Castilnovo
40,6,Corral de Ayllón
40,5,Cozuelos de Fuentidueña
40,1,Cubillo
40,7,Cuéllar
40,9,Cuevas de Provanco
40,0,Domingo García
40,3,Donhierro
40,7,Duruelo
40,4,Encinas
40,9,Encinillas
40,5,Escalona del Prado
40,0,Escarabajosa de Cabezas
40,3,Escobar de Polendos
40,6,"Espinar, El"
40,2,Espirdo
40,8,Fresneda de Cuéllar
40,1,Fresno de Cantespino
40,5,Fresno de la Fuente
40,2,Frumales
40,7,Fuente de Santa Cruz
40,3,Fuente el Olmo de Fuentidueña
40,8,Fuente el Olmo de Íscar
40,4,Fuentepelayo
40,0,Fuentepiñel
40,6,Fuenterrebollo
40,9,Fuentesaúco de Fuentidueña
40,0,Fuentesoto
40,5,Fuentidueña
40,1,Gallegos
40,6,Garcillán
40,9,Gomezserracín
40,8,Grajera
40,7,Honrubia de la Cuesta
40,1,Hontalbilla
40,8,Hontanares de Eresma
40,9,"Huertos, Los"
40,4,Ituero y Lama
40,7,Juarros de Riomoros
40,0,Juarros de Voltoya
40,6,Labajos
40,2,Laguna de Contreras
40,5,Languilla
40,9,Lastras de Cuéllar
40,6,Lastras del Pozo
40,1,"Lastrilla, La"
40,7,"Losa, La"
40,5,Maderuelo
40,1,Marazoleja
40,0,Marazuela
40,3,Martín Miguel
40,7,Martín Muñoz de la Dehesa
40,4,Martín Muñoz de las Posadas
40,9,Marugán
40,0,Mata de Cuéllar
40,5,Matabuena
40,3,"Matilla, La"
40,6,Melque de Cercos
40,2,Membibre de la Hoz
40,8,Migueláñez
40,1,Montejo de Arévalo
40,5,Montejo de la Vega de la Serrezuela
40,2,Monterrubio
40,7,Moral de Hornuez
40,8,Mozoncillo
40,1,Muñopedro
40,4,Muñoveros
40,6,Nava de la Asunción
40,9,Navafría
40,3,Navalilla
40,0,Navalmanzano
40,5,Navares de Ayuso
40,1,Navares de Enmedio
40,6,Navares de las Cuevas
40,9,Navas de Oro
40,6,Navas de Riofrío
40,2,Navas de San Antonio
40,4,Nieva
40,7,Olombrada
40,0,Orejana
40,7,Ortigosa de Pestaño
40,0,Ortigosa del Monte
40,2,Otero de Herreros
40,3,Pajarejos
40,6,Palazuelos de Eresma
40,9,Pedraza
40,5,Pelayos del Arroyo
40,1,Perosillo
40,4,Pinarejos
40,8,Pinarnegrillo
40,0,Prádena
40,6,Puebla de Pedraza
40,1,Rapariegos
40,1,Real Sitio de San Ildefonso
40,4,Rebollo
40,7,Remondo
40,9,Riaguas de San Bartolomé
40,6,Riaza
40,3,Ribota
40,8,Riofrío de Riaza
40,4,Roda de Eresma
40,9,Sacramenia
40,5,Samboal
40,1,San Cristóbal de Cuéllar
40,7,San Cristóbal de la Vega
40,2,San Cristóbal de Segovia
40,6,San Martín y Mudrián
40,2,San Miguel de Bernuy
40,7,San Pedro de Gaíllos
40,0,Sanchonuño
40,4,Sangarcía
40,0,Santa María la Real de Nieva
40,3,Santa Marta del Cerro
40,5,Santiuste de Pedraza
40,8,Santiuste de San Juan Bautista
40,2,Santo Domingo de Pirón
40,9,Santo Tomé del Puerto
40,4,Sauquillo de Cabezas
40,0,Sebúlcor
40,5,Segovia
40,8,Sepúlveda
40,1,Sequera de Fresno
40,3,Sotillo
40,6,Sotosalbos
40,0,Tabanera la Luenga
40,7,Tolocirio
40,9,Torre Val de San Pedro
40,2,Torreadrada
40,8,Torrecaballeros
40,3,Torrecilla del Pinar
40,6,Torreiglesias
40,5,Trescasas
40,1,Turégano
40,8,Urueñas
40,5,Valdeprados
40,0,Valdevacas de Montejo
40,6,Valdevacas y Guijar
40,9,Valle de Tabladillo
40,2,Vallelado
40,6,Valleruela de Pedraza
40,3,Valleruela de Sepúlveda
40,1,Valseca
40,4,Valtiendas
40,7,Valverde del Majano
40,8,Veganzones
40,4,Vegas de Matute
40,9,Ventosilla y Tejadilla
40,2,Villacastín
40,7,Villaverde de Íscar
40,0,Villaverde de Montejo
40,4,Villeguillo
40,1,Yanguas de Eresma
40,2,Zarzuela del Monte
40,7,Zarzuela del Pinar
41,6,Aguadulce
41,1,Alanís
41,7,Albaida del Aljarafe
41,2,Alcalá de Guadaíra
41,5,Alcalá del Río
41,8,Alcolea del Río
41,4,"Algaba, La"
41,0,Algámitas
41,3,Almadén de la Plata
41,7,Almensilla
41,4,Arahal
41,9,Aznalcázar
41,5,Aznalcóllar
41,0,Badolatosa
41,3,Benacazón
41,6,Bollullos de la Mitación
41,2,Bormujos
41,8,Brenes
41,1,Burguillos
41,5,"Cabezas de San Juan, Las"
41,2,Camas
41,7,"Campana, La"
41,3,Cantillana
41,7,Cañada Rosal
41,8,Carmona
41,1,Carrión de los Céspedes
41,4,Casariche
41,0,Castilblanco de los Arroyos
41,6,Castilleja de Guzmán
41,9,Castilleja de la Cuesta
41,3,Castilleja del Campo
41,0,"Castillo de las Guardas, El"
41,5,Cazalla de la Sierra
41,1,Constantina
41,6,Coria del Río
41,9,Coripe
41,2,"Coronil, El"
41,8,"Corrales, Los"
41,8,"Cuervo de Sevilla, El"
41,4,Dos Hermanas
41,7,Écija
41,1,Espartinas
41,8,Estepa
41,3,Fuentes de Andalucía
41,9,"Garrobo, El"
41,4,Gelves
41,7,Gerena
41,0,Gilena
41,6,Gines
41,2,Guadalcanal
41,5,Guillena
41,8,Herrera
41,5,Huévar del Aljarafe
41,2,Isla Mayor
41,0,Lantejuela
41,6,Lebrija
41,1,Lora de Estepa
41,4,Lora del Río
41,7,"Luisiana, La"
41,3,"Madroño, El"
41,9,Mairena del Alcor
41,2,Mairena del Aljarafe
41,6,Marchena
41,3,Marinaleda
41,8,Martín de la Jara
41,4,"Molares, Los"
41,9,Montellano
41,2,Morón de la Frontera
41,5,"Navas de la Concepción, Las"
41,1,Olivares
41,7,Osuna
41,0,"Palacios y Villafranca, Los"
41,3,"Palmar de Troya, El"
41,4,Palomares del Río
41,1,Paradas
41,6,Pedrera
41,2,"Pedroso, El"
41,7,Peñaflor
41,0,Pilas
41,3,Pruna
41,9,"Puebla de Cazalla, La"
41,5,"Puebla de los Infantes, La"
41,8,"Puebla del Río, La"
41,2,"Real de la Jara, El"
41,9,"Rinconada, La"
41,4,"Roda de Andalucía, La"
41,0,"Ronquillo, El"
41,5,"Rubio, El"
41,8,Salteras
41,1,San Juan de Aznalfarache
41,3,San Nicolás del Puerto
41,7,Sanlúcar la Mayor
41,6,Santiponce
41,0,"Saucejo, El"
41,7,Sevilla
41,2,Tocina
41,8,Tomares
41,3,Umbrete
41,6,Utrera
41,9,Valencina de la Concepción
41,5,Villamanrique de la Condesa
41,8,Villanueva de San Juan
41,1,Villanueva del Ariscal
41,4,Villanueva del Río y Minas
41,5,Villaverde del Río
41,0,"Viso del Alcor, El"
42,1,Abejar
42,2,Adradas
42,7,Ágreda
42,3,Alconaba
42,9,Alcubilla de Avellaneda
42,5,Alcubilla de las Peñas
42,8,Aldealafuente
42,2,Aldealices
42,9,Aldealpozo
42,4,Aldealseñor
42,0,Aldehuela de Periáñez
42,5,"Aldehuelas, Las"
42,8,Alentisque
42,1,Aliud
42,7,Almajano
42,3,Almaluez
42,6,Almarza
42,0,Almazán
42,7,Almazul
42,2,Almenar de Soria
42,8,Alpanseque
42,3,Arancón
42,6,Arcos de Jalón
42,9,Arenillas
42,5,Arévalo de la Sierra
42,1,Ausejo de la Sierra
42,4,Baraona
42,8,Barca
42,5,Barcones
42,0,Bayubas de Abajo
42,6,Bayubas de Arriba
42,1,Beratón
42,4,Berlanga de Duero
42,7,Blacos
42,3,Bliecos
42,9,Borjabad
42,2,Borobia
42,3,Buberos
42,8,Buitrago
42,4,Burgo de Osma-Ciudad de Osma
42,9,Cabrejas del Campo
42,2,Cabrejas del Pinar
42,5,Calatañazor
42,7,Caltojar
42,0,Candilichera
42,3,Cañamaque
42,0,Carabantes
42,5,Caracena
42,1,Carrascosa de Abajo
42,6,Carrascosa de la Sierra
42,9,Casarejos
42,2,Castilfrío de la Sierra
42,4,Castillejo de Robledo
42,8,Castilruiz
42,7,Centenera de Andaluz
42,1,Cerbón
42,8,Cidones
42,3,Cigudosa
42,9,Cihuela
42,4,Ciria
42,7,Cirujales del Río
42,2,Coscurita
42,5,Covaleda
42,9,Cubilla
42,6,Cubo de la Solana
42,7,Cueva de Ágreda
42,5,Dévanos
42,8,Deza
42,0,Duruelo de la Sierra
42,3,Escobosa de Almazán
42,7,Espeja de San Marcelino
42,4,Espejón
42,9,Estepa de San Juan
42,5,Frechilla de Almazán
42,0,Fresno de Caracena
42,3,Fuentearmegil
42,6,Fuentecambrón
42,2,Fuentecantos
42,8,Fuentelmonge
42,1,Fuentelsaz de Soria
42,5,Fuentepinilla
42,7,Fuentes de Magaña
42,3,Fuentestrún
42,8,Garray
42,1,Golmayo
42,4,Gómara
42,0,Gormaz
42,6,Herrera de Soria
42,3,Hinojosa del Campo
42,1,Langa de Duero
42,9,Liceras
42,2,"Losilla, La"
42,8,Magaña
42,4,Maján
42,1,Matalebreras
42,8,Matamala de Almazán
42,9,Medinaceli
42,7,Miño de Medinaceli
42,0,Miño de San Esteban
42,6,Molinos de Duero
42,2,Momblona
42,5,Monteagudo de las Vicarías
42,9,Montejo de Tiermes
42,6,Montenegro de Cameros
42,7,Morón de Almazán
42,2,Muriel de la Fuente
42,5,Muriel Viejo
42,4,Nafría de Ucero
42,0,Narros
42,3,Navaleno
42,7,Nepas
42,4,Nolay
42,9,Noviercas
42,0,Ólvega
42,3,Oncala
42,1,Pinilla del Campo
42,5,Portillo de Soria
42,2,"Póveda de Soria, La"
42,7,Pozalmuro
42,8,Quintana Redonda
42,1,Quintanas de Gormaz
42,6,Quiñonería
42,9,"Rábanos, Los"
42,9,Rebollar
42,4,Recuerda
42,0,Rello
42,5,Renieblas
42,8,Retortillo de Soria
42,1,Reznos
42,7,"Riba de Escalote, La"
42,3,Rioseco de Soria
42,6,Rollamienta
42,0,"Royo, El"
42,7,Salduero
42,2,San Esteban de Gormaz
42,8,San Felices
42,3,San Leonardo de Yagüe
42,6,San Pedro Manrique
42,9,Santa Cruz de Yanguas
42,5,Santa María de Huerta
42,1,Santa María de las Hoyas
42,5,Serón de Nágima
42,0,Soliedra
42,6,Soria
42,1,Sotillo del Rincón
42,4,Suellacabras
42,7,Tajahuerce
42,3,Tajueco
42,9,Talveila
42,3,Tardelcuende
42,8,Taroda
42,4,Tejado
42,9,Torlengua
42,2,Torreblacos
42,1,Torrubia de Soria
42,7,Trévago
42,0,Ucero
42,4,Vadillo
42,1,Valdeavellano de Tera
42,6,Valdegeña
42,2,Valdelagua del Cerro
42,7,Valdemaluque
42,0,Valdenebro
42,3,Valdeprado
42,9,Valderrodilla
42,5,Valtajeros
42,2,Velamazán
42,9,Velilla de la Sierra
42,4,Velilla de los Ajos
42,5,Viana de Duero
42,8,Villaciervos
42,1,Villanueva de Gormaz
42,7,Villar del Ala
42,3,Villar del Campo
42,6,Villar del Río
42,7,"Villares de Soria, Los"
42,2,Villasayas
42,8,Villaseca de Arciel
42,6,Vinuesa
42,9,Vizmanos
42,5,Vozmediano
42,1,Yanguas
42,4,Yelo
43,7,Aiguamúrcia
43,2,Albinyana
43,8,"Albiol, L'"
43,3,Alcanar
43,6,Alcover
43,4,"Aldea, L'"
43,9,Aldover
43,5,"Aleixar, L'"
43,1,Alfara de Carles
43,4,Alforja
43,8,Alió
43,5,Almoster
43,0,Altafulla
43,6,"Ametlla de Mar, L'"
43,0,"Ampolla, L'"
43,1,Amposta
43,7,"Arboç, L'"
43,4,Arbolí
43,3,"Argentera, L'"
43,9,Arnes
43,2,Ascó
43,6,Banyeres del Penedès
43,3,Barberà de la Conca
43,8,Batea
43,4,Bellmunt del Priorat
43,9,Bellvei
43,2,Benifallet
43,5,Benissanet
43,1,"Bisbal de Falset, La"
43,7,"Bisbal del Penedès, La"
43,0,Blancafort
43,4,Bonastre
43,1,"Borges del Camp, Les"
43,6,Bot
43,2,Botarell
43,7,Bràfim
43,0,Cabacés
43,3,Cabra del Camp
43,9,Calafell
43,9,Camarles
43,5,Cambrils
43,6,"Canonja, La"
43,8,Capafonts
43,2,Capçanes
43,9,Caseres
43,4,Castellvell del Camp
43,0,"Catllar, El"
43,8,Colldejou
43,1,Conesa
43,7,Constantí
43,3,Corbera d'Ebre
43,6,Cornudella de Montsant
43,9,Creixell
43,6,Cunit
43,8,Deltebre
43,7,Duesaigües
43,2,"Espluga de Francolí, L'"
43,5,Falset
43,8,"Fatarella, La"
43,4,"Febró, La"
43,0,"Figuera, La"
43,3,Figuerola del Camp
43,7,Flix
43,4,Forès
43,9,Freginals
43,5,"Galera, La"
43,0,Gandesa
43,3,Garcia
43,6,"Garidells, Els"
43,2,Ginestar
43,8,Godall
43,1,Gratallops
43,5,"Guiamets, Els"
43,2,Horta de Sant Joan
43,7,"Lloar, El"
43,3,Llorac
43,8,Llorenç del Penedès
43,4,Marçà
43,1,Margalef
43,0,Mas de Barberans
43,6,Masdenverge
43,9,Masllorenç
43,3,"Masó, La"
43,0,Maspujols
43,5,"Masroig, El"
43,1,"Milà, El"
43,6,Miravet
43,9,"Molar, El"
43,2,Montblanc
43,4,Montbrió del Camp
43,7,Montferri
43,1,"Montmell, El"
43,8,Mont-ral
43,3,Mont-roig del Camp
43,9,Móra d'Ebre
43,4,Móra la Nova
43,7,"Morell, El"
43,0,"Morera de Montsant, La"
43,6,"Nou de Gaià, La"
43,2,Nulles
43,9,"Pallaresos, Els"
43,5,"Palma d'Ebre, La"
43,6,Passanant i Belltall
43,1,Paüls
43,7,Perafort
43,2,"Perelló, El"
43,5,"Piles, Les"
43,8,"Pinell de Brai, El"
43,4,Pira
43,0,"Pla de Santa Maria, El"
43,3,"Pobla de Mafumet, La"
43,7,"Pobla de Massaluca, La"
43,4,"Pobla de Montornès, La"
43,9,Poboleda
43,5,"Pont d'Armentera, El"
43,8,Pontils
43,0,Porrera
43,3,Pradell de la Teixeta
43,6,Prades
43,2,Prat de Comte
43,8,Pratdip
43,1,Puigpelat
43,5,Querol
43,2,Rasquera
43,7,Renau
43,3,Reus
43,8,"Riba, La"
43,1,Riba-roja d'Ebre
43,4,"Riera de Gaià, La"
43,0,Riudecanyes
43,6,Riudecols
43,9,Riudoms
43,3,Rocafort de Queralt
43,0,Roda de Berà
43,5,Rodonyà
43,1,Roquetes
43,6,"Rourell, El"
43,9,Salomó
43,7,Salou
43,2,Sant Carles de la Ràpita
43,8,Sant Jaume dels Domenys
43,3,Sant Jaume d'Enveja
43,4,Santa Bàrbara
43,7,Santa Coloma de Queralt
43,1,Santa Oliva
43,3,Sarral
43,9,Savallà del Comtat
43,4,"Secuita, La"
43,7,"Selva del Camp, La"
43,0,Senan
43,5,"Sénia, La"
43,6,Solivella
43,2,Tarragona
43,5,Tivenys
43,8,Tivissa
43,5,"Torre de Fontaubella, La"
43,0,"Torre de l'Espanyol, La"
43,6,Torredembarra
43,1,Torroja del Priorat
43,4,Tortosa
43,7,Ulldecona
43,3,Ulldemolins
43,9,Vallclara
43,2,Vallfogona de Riucorb
43,6,Vallmoll
43,3,Valls
43,8,Vandellòs i l'Hospitalet de l'Infant
43,4,"Vendrell, El"
43,9,Vespella de Gaià
43,2,Vilabella
43,0,Vilalba dels Arcs
43,5,Vilallonga del Camp
43,7,Vilanova de Prades
43,1,Vilanova d'Escornalbou
43,0,Vilaplana
43,4,Vila-rodona
43,1,Vila-seca
43,6,Vilaverd
43,2,"Vilella Alta, La"
43,7,"Vilella Baixa, La"
43,3,Vimbodí i Poblet
43,9,Vinebre
43,5,Vinyols i els Arcs
43,1,Xerta
44,2,Ababuj
44,7,Abejuela
44,3,Aguatón
44,8,Aguaviva
44,1,Aguilar del Alfambra
44,4,Alacón
44,0,Alba
44,6,Albalate del Arzobispo
44,9,Albarracín
44,3,Albentosa
44,0,Alcaine
44,5,Alcalá de la Selva
44,1,Alcañiz
44,6,Alcorisa
44,2,Alfambra
44,8,Aliaga
44,8,Allepuz
44,3,Alloza
44,9,Allueva
44,4,Almohaja
44,7,Alobras
44,1,Alpeñés
44,4,Anadón
44,7,Andorra
44,0,Arcos de las Salinas
44,6,Arens de Lledó
44,2,Argente
44,5,Ariño
44,6,Azaila
44,1,Bádenas
44,7,Báguena
44,2,Bañón
44,5,Barrachina
44,8,Bea
44,4,Beceite
44,3,Bello
44,0,Belmonte de San José
44,7,Berge
44,4,Bezas
44,9,Blancas
44,5,Blesa
44,0,Bordón
44,3,Bronchales
44,6,Bueña
44,2,Burbáguena
44,8,Cabra de Mora
44,1,Calaceite
44,4,Calamocha
44,1,Calanda
44,6,Calomarde
44,2,Camañas
44,7,Camarena de la Sierra
44,0,Camarillas
44,3,Caminreal
44,8,Cantavieja
44,2,Cañada de Benatanduz
44,9,"Cañada de Verich, La"
44,4,Cañada Vellida
44,0,Cañizar del Olivar
44,5,Cascante del Río
44,8,Castejón de Tornos
44,1,Castel de Cabra
44,0,"Castellar, El"
44,7,Castellote
44,7,Castelnou
44,3,Castelserás
44,3,Cedrillas
44,6,Celadas
44,9,Cella
44,5,"Cerollera, La"
44,8,"Codoñera, La"
44,0,Corbalán
44,1,Cortes de Aragón
44,4,Cosa
44,7,Cretas
44,3,Crivillén
44,9,"Cuba, La"
44,2,Cubla
44,6,Cucalón
44,8,"Cuervo, El"
44,4,Cuevas de Almudén
44,9,Cuevas Labradas
44,5,Ejulve
44,1,Escorihuela
44,0,Escucha
44,4,Estercuel
44,1,Ferreruela de Huerva
44,6,Fonfría
44,2,Formiche Alto
44,0,Fórnoles
44,3,Fortanete
44,9,Foz-Calanda
44,5,"Fresneda, La"
44,8,Frías de Albarracín
44,2,Fuenferrada
44,9,Fuentes Calientes
44,4,Fuentes Claras
44,0,Fuentes de Rubielos
44,5,Fuentespalda
44,8,Galve
44,1,Gargallo
44,7,Gea de Albarracín
44,3,"Ginebrosa, La"
44,6,Griegos
44,0,Guadalaviar
44,7,Gúdar
44,2,Híjar
